variant,loop,operator_order,attention_relative_update,mlp_relative_update,operator_defect,full_relative_update,update_cosine_to_previous_update,directional_diversity
fixed_ma,21,mlp_attention,0.42394834756851196,0.5340627431869507,0.20628903806209564,0.011217215098440647,0.9965737462043762,0.5157844424247742
fixed_ma,22,mlp_attention,0.4243472218513489,0.5340255498886108,0.2064397633075714,0.010700968094170094,0.9969589710235596,0.514767587184906
fixed_ma,23,mlp_attention,0.4246915876865387,0.5340097546577454,0.20657525956630707,0.010260607115924358,0.9973054528236389,0.5138190388679504
fixed_ma,24,mlp_attention,0.42498794198036194,0.534005880355835,0.2066940814256668,0.009881159290671349,0.9976086020469666,0.5129499435424805
fixed_ma,25,mlp_attention,0.4252391457557678,0.5340089797973633,0.20679537951946259,0.009551146999001503,0.997869074344635,0.5121667981147766
fixed_ma,26,mlp_attention,0.42545777559280396,0.5340147018432617,0.2068847417831421,0.009261483326554298,0.9980894327163696,0.5114720463752747
fixed_ma,27,mlp_attention,0.425643652677536,0.5340225696563721,0.20696011185646057,0.0090050483122468,0.998275101184845,0.5108654499053955
fixed_ma,28,mlp_attention,0.4258041977882385,0.5340284705162048,0.20702369511127472,0.008776146918535233,0.9984306693077087,0.510344386100769
fixed_ma,29,mlp_attention,0.42594394087791443,0.5340327620506287,0.20707741379737854,0.00857036653906107,0.9985591173171997,0.5099043250083923
fixed_ma,30,mlp_attention,0.42606616020202637,0.5340332388877869,0.20712128281593323,0.008384010754525661,0.9986678957939148,0.5095402002334595
fixed_ma,31,mlp_attention,0.4261723458766937,0.534031331539154,0.20715788006782532,0.008214231580495834,0.9987558722496033,0.5092467069625854
fixed_ma,32,mlp_attention,0.4262661039829254,0.5340268611907959,0.20718827843666077,0.008058457635343075,0.9988311529159546,0.5090175271034241
alternating_am_ma,1,attention_mlp,1.4807064533233643,3.4412343502044678,3.6232001781463623,13.120814323425293,0.0,0.5893478989601135
alternating_am_ma,2,mlp_attention,0.27400436997413635,0.4643862843513489,0.1264440268278122,0.09319451451301575,-0.047511305660009384,0.5677642822265625
alternating_am_ma,3,attention_mlp,0.28107917308807373,0.4973503053188324,0.12213684618473053,0.07256565243005753,0.8859921097755432,0.5442937016487122
alternating_am_ma,4,mlp_attention,0.2610156238079071,0.48875799775123596,0.12260345369577408,0.06261768192052841,0.8637825846672058,0.5361889004707336
alternating_am_ma,5,attention_mlp,0.2742415964603424,0.5001163482666016,0.11910436302423477,0.051022790372371674,0.7866933345794678,0.5210346579551697
alternating_am_ma,6,mlp_attention,0.25248607993125916,0.4966948628425598,0.11981265991926193,0.044173482805490494,0.727872908115387,0.520954966545105
alternating_am_ma,7,attention_mlp,0.26768064498901367,0.4978737533092499,0.11654885113239288,0.037709128111600876,0.6175816655158997,0.5109195113182068
alternating_am_ma,8,mlp_attention,0.24715271592140198,0.4973889887332916,0.11729621887207031,0.03308577090501785,0.5191459655761719,0.514889121055603
alternating_am_ma,9,attention_mlp,0.26252254843711853,0.4943382441997528,0.1142643615603447,0.029631057754158974,0.3816382586956024,0.5075981020927429
alternating_am_ma,10,mlp_attention,0.24379165470600128,0.49547305703163147,0.11511353403329849,0.026537436991930008,0.25324389338493347,0.5134007930755615
alternating_am_ma,11,attention_mlp,0.2587677836418152,0.49088308215141296,0.11236631870269775,0.02481304667890072,0.10963466763496399,0.5074504017829895
alternating_am_ma,12,mlp_attention,0.24165521562099457,0.49293190240859985,0.11336617916822433,0.02277027815580368,-0.02351439744234085,0.5139600038528442
alternating_am_ma,13,attention_mlp,0.2561495304107666,0.4879647195339203,0.11089348047971725,0.021972205489873886,-0.1492621749639511,0.5085891485214233
alternating_am_ma,14,mlp_attention,0.2402939796447754,0.49054035544395447,0.11204805225133896,0.020648540928959846,-0.26088035106658936,0.5152687430381775
alternating_am_ma,15,attention_mlp,0.2543816566467285,0.48567065596580505,0.10980405658483505,0.020301256328821182,-0.3562868535518646,0.5100865960121155
alternating_am_ma,16,mlp_attention,0.2394329309463501,0.4885539710521698,0.1110914945602417,0.019456323236227036,-0.4354096055030823,0.5167018175125122
alternating_am_ma,17,attention_mlp,0.2532227039337158,0.48394685983657837,0.10902722179889679,0.019310330972075462,-0.5013642907142639,0.5115233063697815
alternating_am_ma,18,mlp_attention,0.23889391124248505,0.487017959356308,0.11041875183582306,0.01877434179186821,-0.5516663789749146,0.5179916620254517
alternating_am_ma,19,attention_mlp,0.2524856626987457,0.48270007967948914,0.10848885029554367,0.018711328506469727,-0.5954812169075012,0.5127407908439636
alternating_am_ma,20,mlp_attention,0.23856060206890106,0.48589420318603516,0.1099592000246048,0.018373502418398857,-0.6254392266273499,0.5190513134002686
alternating_am_ma,21,attention_mlp,0.2520332336425781,0.48183199763298035,0.10812500864267349,0.018338007852435112,-0.6546909809112549,0.5137085318565369
alternating_am_ma,22,mlp_attention,0.23835647106170654,0.4851178824901581,0.10965484380722046,0.018131878226995468,-0.6717406511306763,0.5198813080787659
alternating_am_ma,23,attention_mlp,0.2517697513103485,0.48125630617141724,0.10788756608963013,0.018094699829816818,-0.6920067667961121,0.5144527554512024
alternating_am_ma,24,mlp_attention,0.23823104798793793,0.4846216142177582,0.10946090519428253,0.017984503880143166,-0.7012646794319153,0.5205180644989014
alternating_am_ma,25,attention_mlp,0.2516261041164398,0.48090267181396484,0.10774151235818863,0.01792665757238865,-0.716099202632904,0.5150202512741089
alternating_am_ma,26,mlp_attention,0.238150954246521,0.48434844613075256,0.10934612900018692,0.017895812168717384,-0.7207491993904114,0.5210080146789551
alternating_am_ma,27,attention_mlp,0.2515576183795929,0.48071786761283875,0.10765977948904037,0.01780252531170845,-0.732276439666748,0.5154594779014587
alternating_am_ma,28,mlp_attention,0.23809576034545898,0.48425164818763733,0.1092890277504921,0.01784520037472248,-0.7342153191566467,0.5213963389396667
alternating_am_ma,29,attention_mlp,0.2515338063240051,0.48066145181655884,0.10762568563222885,0.017704026773571968,-0.7436687350273132,0.515813410282135
alternating_am_ma,30,mlp_attention,0.23805177211761475,0.48429974913597107,0.10927708446979523,0.017820144072175026,-0.743986964225769,0.5217205882072449
alternating_am_ma,31,attention_mlp,0.2515347898006439,0.4807051718235016,0.10763000696897507,0.017621004953980446,-0.7520946860313416,0.5161169171333313
alternating_am_ma,32,mlp_attention,0.23801083862781525,0.48446908593177795,0.10929948091506958,0.017812054604291916,-0.7514341473579407,0.5220101475715637
